priority,doc_id,page,page_count,tlq,lexical_quality,garbage_score,dict_hit,typo_ratio,oov_hard,route,lang_hint,char_count,sample_bad_tokens,source_path
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,512,572,0.9876,0.7284,0.2715873015873016,0.7024,0.2579,0.254,ocr,en,3450,buttoni|W-cintype|byuke|ptsh-buttor|swtce|descibe|Hydraatc|tinnpeatmr,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,АС 1.1.S1000DR_2014,1988,4046,0.9874,0.7284,0.2715533980582525,0.5922,0.1845,0.1845,ocr,ru,1357,MMbbl|бареллей|MMbbl/acre|mmho/m|миллимо/метр|миллимоль|MMscf|MMscf,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\АС 1.1.S1000DR_2014.pdf
veto,АС 1.1.S1000DR_2014,3122,4046,0.8675,0.7288,0.27118644067796616,0.7288,0.2712,0.2712,ocr,mixed,690,procd|randlist|refdm|reftp|reqcblst|reqcondm|reqcond|reqcontp,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\АС 1.1.S1000DR_2014.pdf
veto,KT-160G_14G условия эксплуатации и окружающей среды,112,438,0.9966,0.729,0.27102941176470585,0.6961,0.25,0.25,ocr,ru,2529,IICПЫTaiiiiU|провод1пь|безопасtiОСПI|испытываемыми|оборудоваш1я|Приложеине|rента|посвящепы,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\KT-160G_14G условия эксплуатации и окружающей среды.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,423,572,0.9875,0.7292,0.2707878787878788,0.6848,0.2424,0.2424,ocr,en,2309,crabh|lration|wnder|aocalcratio|eslightly|fuselag|recomenwded|conslderasion,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,404,572,0.9882,0.7293,0.2707317073170732,0.6921,0.247,0.247,ocr,en,4200,rcquirernieits|dividual|requirc|helicoptor|sions|eeoeruuly|rcrscoki|ductd,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,KT-160G_14G условия эксплуатации и окружающей среды,49,438,0.9068,0.7294,0.27064516129032246,0.7097,0.2581,0.2581,ocr,ru,852,темпеоаТVРа|Поиижеиная|тсмпсоаТVРа|ункuионирует|орудонанис|Аание|Темnература|окружаюшей,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\KT-160G_14G условия эксплуатации и окружающей среды.pdf
veto,APR4754A application,223,230,0.9668,0.73,0.27,0.6941,0.2471,0.2471,ocr,en,1179,Reqts|Reqts|Reqts|Verif|Reqts|Reqts|Reqts|Verif,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\APR4754A application.pdf
veto,АС 1.1.S1000DR_2014,1984,4046,0.9851,0.7329,0.2670769230769231,0.5077,0.1231,0.1231,ocr,ru,1130,m3/tonUK|мегагоды|мегаампер|Mbbl/d|мегабеккерель|MBtu/hr|Mbyte|милликулон,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\АС 1.1.S1000DR_2014.pdf
veto,АС 1.1.S1000DR_2014,1971,4046,0.9014,0.733,0.26704918032786873,0.623,0.1967,0.1967,ocr,ru,903,galUS/tonUS|галлоны/амер|гигабеккерель|гигаджоуль|гигаом|гигапаскаль|гигапаскаль|гигапаскаль,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\АС 1.1.S1000DR_2014.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,347,572,0.988,0.7333,0.2666666666666667,0.7083,0.2528,0.25,ocr,en,5017,anotd|corupaw|esyilasm|couve|rectional|slawA|coampass|Wunstinet,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,АС 1.1.S1000DR_2014,598,4046,0.8147,0.7333,0.2666666666666667,0.7333,0.2667,0.2667,ocr,mixed,457,rowsep|colsep|colsep|rowsep|colsep|colsep|tbody|tgroup,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\АС 1.1.S1000DR_2014.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,550,572,0.9862,0.7334,0.26655844155844155,0.6948,0.2468,0.2403,ocr,en,2869,satify|desip|condiion|reuatve|coctpit|A-IALI|Duhre|voutilading,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,АС 1.1.S1000DR_2014,1983,4046,0.985,0.7343,0.2657142857142857,0.5102,0.1224,0.1224,ocr,ru,1173,метры/сантипуаз|килопаскаль|метры/сантипуаз|килопаскаль|килопаскаль|килопаскаль,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\АС 1.1.S1000DR_2014.pdf
veto,KT-160G_14G условия эксплуатации и окружающей среды,46,438,0.9959,0.7344,0.26557788944723615,0.6884,0.2362,0.2362,ocr,ru,2721,Изме1Jе1ше|IICПЫT3HIIЯ|приведеиных|Прuмечаиие|Даниое|преднашачено|обледеиеиия|проведеиии,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\KT-160G_14G условия эксплуатации и окружающей среды.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,254,572,0.9805,0.7348,0.2651898734177216,0.6962,0.2405,0.2405,ocr,en,1585,Figrere|Exeltatioa|LVLwings|VRthese|aaroimation|bluade|vasitono|sbuare,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,342,572,0.9882,0.7356,0.2643768996960486,0.6869,0.2401,0.231,ocr,en,4381,compatibility/intcrfercnce|ioflowing|dcsilbn|Avioics|avatio|clctrni|astheap-|Avonis,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,АС 1.1.S1000DR_2014,1993,4046,0.9038,0.7359,0.2641379310344828,0.7069,0.2586,0.2414,ocr,ru,917,пикоампер|пикокулон|пикокюри|пикокюри|pcurie|пикокюри|паундаль|паундаль,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\АС 1.1.S1000DR_2014.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,105,572,0.9878,0.7363,0.26373563218390805,0.7069,0.2471,0.2443,ocr,en,4605,dynsric|efficicnt|Poino|conrider|interfaut|Hiowevecr|heict|addresscd,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,АС 1.1.S1000DR_2014,3095,4046,0.9719,0.7364,0.26363636363636367,0.6439,0.2045,0.2045,ocr,ru,1748,подэлементы|cconnect|scrlevel|scrtype|scrstyle|wrngdata|ftnote|ftnref,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\АС 1.1.S1000DR_2014.pdf
veto,KT-160G_14G условия эксплуатации и окружающей среды,275,438,0.9025,0.7366,0.26344262295081966,0.6066,0.1803,0.1803,ocr,ru,873,Slgnal|GeneraliOn|ICAUТION|Pf9oent|Chulil|Grounda|Comecleduper|lnolallallan,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\KT-160G_14G условия эксплуатации и окружающей среды.pdf
veto,KT-160G_14G условия эксплуатации и окружающей среды,2,438,0.8967,0.7378,0.2621875,0.7188,0.25,0.25,ocr,ru,492,АВИАЦИОIШЫЙ|МЕЖГОСУДАРСТВЕI-mОГО|АВИАЦИОI-mОГО|КВАЛИФИКАЦИОННЪIЕ|сrоры|AIRВORNE|вьmуска|НИИАО,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\KT-160G_14G условия эксплуатации и окружающей среды.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,405,572,0.9879,0.7378,0.26220630372492837,0.7221,0.2521,0.2521,ocr,en,4628,Pilex|dition|avoioawarning|systan|advantasous|intrument|ptmel|ticularly,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,23,572,0.9874,0.7388,0.2612000000000001,0.69,0.23,0.23,ocr,en,4483,ontinucd|Typcs|unition|unition|Boresighting|ccessibility|ircuit|aneuvers,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,117,572,0.986,0.7388,0.2612352941176471,0.6706,0.2176,0.2176,ocr,en,2744,emrplo|tatii|fcopicr|ispersion|reliabilty|resultanit|significaid|FSpot,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,485,572,0.988,0.7391,0.2608587257617728,0.7091,0.2438,0.241,ocr,en,4569,comnmercial|seving|formance|desitn|shoidd|standlardized|tentince|itemns,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,KT-160G_14G условия эксплуатации и окружающей среды,374,438,0.9131,0.7394,0.2605882352941177,0.6078,0.1765,0.1765,ocr,ru,998,tыкания|аиперы|ОтноUtение|zшпеданс|каrlllбровки|штульсов|контактны|мпедансов,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\KT-160G_14G условия эксплуатации и окружающей среды.pdf
veto,АС 1.1.S1000DR_2014,2578,4046,0.9839,0.7394,0.2606422018348623,0.633,0.1927,0.1927,ocr,ru,1818,Ремонтопригод-|Локализа-|гидроклапана|форсажного|гидроклапана|форсажного|Ремонтопригод-|форсажной,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\АС 1.1.S1000DR_2014.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,513,572,0.9877,0.7398,0.2601869158878505,0.7056,0.2383,0.2383,ocr,en,3277,ofdamagingtheoomponent|housnlgiftheflt-|gaket|overtightened|oxybei|psdble|plktic|imetl,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,АС 1.1.S1000DR_2014,740,4046,0.8941,0.7407,0.2593333333333334,0.7,0.2333,0.2333,ocr,mixed,1687,размеченным|размеченного|xlink|xlink|xlink|xlink|размеченным|refdm,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\АС 1.1.S1000DR_2014.pdf
veto,KT-160G_14G условия эксплуатации и окружающей среды,352,438,0.9856,0.7409,0.2590579710144928,0.6304,0.1884,0.1884,ocr,ru,1722,lnterface|alrcran|dlgttal|dlscretes|Экранированная|AbsodJВ|аьоvе|lnline,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\KT-160G_14G условия эксплуатации и окружающей среды.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,362,572,0.9877,0.7409,0.25912181303116155,0.711,0.2465,0.238,ocr,en,4850,slippanc|pmsacutr|advls|increaaes|voueoutput|offudprovides|condi-|evnluation,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,433,572,0.9881,0.742,0.25798479087452475,0.7072,0.2357,0.2357,ocr,en,3747,loadsI|frtherw|aboorbod|etroke|snoother|extendod|weighied|desigiiA,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,АС 1.1.S1000DR_2014,1967,4046,0.9008,0.742,0.258,0.44,0.08,0.06,ocr,ru,931,ft/degF|ft/galUS|микросекунда|ft3/bbl,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\АС 1.1.S1000DR_2014.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,55,572,0.9869,0.7432,0.2567701863354037,0.7205,0.2422,0.2422,ocr,en,3150,rROPF|fRAVI|rrnnrt|ITIiTT|PLASiIV|peratures|commnonly|Prepreg,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,421,572,0.9881,0.7449,0.2551190476190477,0.7183,0.2381,0.2381,ocr,en,3333,Wpressure|aomwdig-|oioncentra|tisnapoit|helicopees|havisg|dmrvaisisii|floring,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,87,572,0.988,0.745,0.2549843260188088,0.7053,0.232,0.2288,ocr,en,4559,intation|anti-iciag|suabsystem|howcvcr|braand|dekector|aisainbly|capabilitins,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,АС 1.1.S1000DR_2014,1963,4046,0.9039,0.745,0.255,0.5417,0.125,0.125,ocr,ru,982,cwtUS|деканьютон|деканьютон|ddegC|ddegF|ddegK|ddegR|dega/100ft,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\АС 1.1.S1000DR_2014.pdf
veto,РДК_молниезащита 89г,92,503,0.9882,0.7451,0.25490322580645164,0.7097,0.2323,0.2323,ocr,en,2215,explodling|lalnage|aluiuniumx|ouiter|fronm|ove-rpressure|fronm|declivered,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\РДК_молниезащита 89г.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,9,572,0.9872,0.7458,0.2542477876106195,0.708,0.2301,0.2301,ocr,en,3808,CONTENTh|vatinuLedI|PararaphPatic|CONTROLa|GtNMBALED|Flap-1iit|Hyotheicator|LoadDsigcdin,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,221,572,0.9865,0.7461,0.25394812680115275,0.7061,0.2305,0.2277,ocr,en,4819,helicoptersgrid|investi-|thesw|unsatisfkacory|expresse|systet|bility|helicop-,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,KT-160G_14G условия эксплуатации и окружающей среды,61,438,0.9959,0.7462,0.25384615384615394,0.6721,0.2065,0.2065,ocr,ru,3113,эксплуатащrоrшые|разрушешrя|ИСПЫТаiШЙ|жсплуатационных|плуатации|мечание-|выполиять|футщии,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\KT-160G_14G условия эксплуатации и окружающей среды.pdf
veto,РДК_молниезащита 89г,265,503,0.9851,0.7465,0.2535416666666668,0.7083,0.2292,0.2292,ocr,en,1832,conductiaig|ogeneou|propa4gation|onstants|surface2|condu|Distanlces|Goeric,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\РДК_молниезащита 89г.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,5,572,0.9875,0.7467,0.25329545454545455,0.6705,0.2045,0.2045,ocr,en,4237,ontinud|erged|icxposed|nstallation|esign|hecklist|etectors|onstration,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,21,572,0.9877,0.7467,0.2533333333333333,0.7204,0.2366,0.2366,ocr,en,3954,ouilnued|eneral|Installatior|Requirennents|ontrols|arnesses|arnesses|Passcngcr,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,537,572,0.9878,0.7471,0.2529064039408867,0.7291,0.2414,0.2414,ocr,en,3175,Houcyconk|SandwlIc|Yecturt|Thius|diwrtnsion|Ijllwjis|amwing|wiould,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,533,572,0.9879,0.7479,0.2521495327102804,0.6604,0.1963,0.1963,ocr,en,4008,sracing|Deaums|specinl|vaitwline|stmeigth|epeting|siections|diamete,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,436,572,0.9882,0.7481,0.2519031141868512,0.7059,0.2249,0.2249,ocr,en,4249,systemls|emsil|cordmnce|seails|Whoek|mhould|elistacle|unlubricatod,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,67,572,0.9874,0.7484,0.25157407407407406,0.7315,0.2407,0.2407,ocr,en,1508,vironment|sandwi|facing-to-corc|ihall|variet|matcrial|ficient|flatwisc,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,KT-160G_14G условия эксплуатации и окружающей среды,142,438,0.9838,0.7488,0.2512280701754386,0.7193,0.2456,0.2281,ocr,ru,1162,Еаюtе|iШOCIЪ|ptбetra|J/Сности|мпературы|мшtимуАt|интервшtе|орость,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\KT-160G_14G условия эксплуатации и окружающей среды.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,208,572,0.9882,0.7488,0.25115942028985505,0.7101,0.2319,0.2246,ocr,en,1865,RESULTIOGATLIGhT|Vlgre|gorie|Arape|ivtientn|ionatahilitiem|otherwisic|hingekas,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,502,572,0.988,0.7491,0.25087136929460574,0.7137,0.2282,0.2282,ocr,en,3458,dou04ble-row|a4justed|dwifin|uftlaton|beurlng|axalaly|pruload|rebrelow,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,527,572,0.9876,0.7491,0.2508620689655172,0.7241,0.2414,0.2328,ocr,en,2229,bewee|deigner|pemdmt|contructimo|itmelf|hardne|omprebuisv|dlmeen,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,315,572,0.9876,0.7506,0.2493984962406015,0.703,0.2218,0.218,ocr,en,3983,temperaturealtitude|Ftator|widing|dlots|systemo|mrust|ncrator|aetecting,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,206,572,0.9879,0.7509,0.24907801418439723,0.7163,0.227,0.227,ocr,en,1760,I-AMCP|SPINflI|Teetrlng|cma2tic|imnproves|OINTOne|bingclcss|niaticalty,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,KT-160G_14G условия эксплуатации и окружающей среды,278,438,0.9849,0.7514,0.24861111111111112,0.6667,0.1944,0.1944,ocr,ru,1056,UNfТOR|SIМJLAТED|МЕТЕR|SVSТEМ|Lengrh|POintA|stFPLY|SVSТEМ,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\KT-160G_14G условия эксплуатации и окружающей среды.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,293,572,0.9882,0.7531,0.24688102893890673,0.7203,0.2283,0.2251,ocr,en,4514,ah-sife|Prlmdples|Dogrce|cicanliness|desian|ovcrtzmphasis|priniples|icpiesc,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,7,572,0.9879,0.7535,0.24646017699115041,0.6726,0.1947,0.1947,ocr,en,4045,lARIl|Oininuvdli|Paraigraph|Reliabil|ations|Lnialyios|aiukgl|ailuir,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,4,572,0.9879,0.7538,0.24624999999999997,0.6944,0.2083,0.2083,ocr,en,3992,Reinforccment|ethods|Sprayup|atched|inishes|Reinforcem|Reinforcem|Filam,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,411,572,0.9881,0.7538,0.2462295081967213,0.7404,0.2377,0.2377,ocr,en,4782,actimaions|iable|whicit|movemtent|opmrtor|quentitier|Meadman|ressd,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,KT-160G_14G условия эксплуатации и окружающей среды,126,438,0.9981,0.7542,0.24578260869565216,0.6826,0.2,0.2,ocr,ru,2610,безопас11ости|nерчатки|nеред|nосевом|nлесневых|nерсоналу|сnоровой|исnытаниям,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\KT-160G_14G условия эксплуатации и окружающей среды.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,417,572,0.9882,0.7547,0.24528662420382175,0.7197,0.2229,0.2229,ocr,en,4128,diesig|airfirame|structre|ntuissln|landlz|billty|flunishinge|explosve,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,309,572,0.9881,0.7549,0.24506024096385537,0.7108,0.2169,0.2169,ocr,en,2222,Sissingh|Gyio-controlled|Perform3nce|Dausman|Goland|EWvauation|Singl|Foium,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,167,572,0.988,0.7552,0.24482517482517485,0.7168,0.2203,0.2203,ocr,en,3892,mectals|teiton|genecrally|astisfactic-ai|jacent|intckgrity|cesuive|stremies,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,97,572,0.988,0.7555,0.2445454545454545,0.7,0.2091,0.2091,ocr,en,1702,WbCORR|bEXHAUIS1|ufmnuace|Corrczioas|Lowsa|tstratification|ductinR|incorpo,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,47,572,0.9875,0.7556,0.24435135135135133,0.7,0.2108,0.2081,ocr,en,5248,hetter|namec|alumninum|lerin|cxceds|clicopter|purnty|helico,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,356,572,0.9873,0.7557,0.24431718061674013,0.7181,0.2203,0.2203,ocr,en,2999,ftAWc|Pnicumnatic|prcssu|auxili|iclicopter|ffight|syitem|pluxity,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,508,572,0.9875,0.7559,0.24405405405405411,0.723,0.223,0.223,ocr,en,2135,CONNECTrORS|TCBEmnmr|tillt|vgISrI|Whiav|Flgure|Comome|Ceustectois,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,494,572,0.9879,0.7565,0.24347578347578347,0.7322,0.2279,0.2279,ocr,en,4977,tlvisb|attion|Rutaining|wected|accot-|nutis|examnple|sufficiet,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,517,572,0.9875,0.757,0.24296577946768072,0.7338,0.2281,0.2281,ocr,en,3623,puley|anglse|Imnprntiak|offse|tangency|necuury|bindnig|TAWGWiCYPO,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,418,572,0.9879,0.7571,0.24291366906474832,0.6978,0.205,0.205,ocr,en,3646,FTfil|ovideni|dlffgt|typeo|orrect|deaign|amvenient|dsisagrd,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,KT-160G_14G условия эксплуатации и окружающей среды,62,438,0.9962,0.7573,0.2426829268292683,0.6829,0.1951,0.1951,ocr,ru,3189,эксплуатациоtшые|ответствующей|испытаtшя|зажимного|приспособ|крепёжных|эксплуата|неконструкционные,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\KT-160G_14G условия эксплуатации и окружающей среды.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,419,572,0.9881,0.7575,0.24253164556962037,0.6751,0.1899,0.1899,ocr,en,2920,Figin|Frinme|someC|G5weniW|Longerons|aitial-load-carrying|udded|aixes,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,240,572,0.988,0.7577,0.24231638418079093,0.7288,0.226,0.2232,ocr,en,5041,panof|motfmt|ialty|usihsm|beafd|upwald|downw|duirbli,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,АС 1.1.S1000DR_2014,3121,4046,0.8673,0.7582,0.24175438596491228,0.7368,0.2281,0.2281,ocr,mixed,693,datarest|deflist|deftask|dfault|einalt|elecequip|elseif|endmattr,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\АС 1.1.S1000DR_2014.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,31,572,0.9879,0.759,0.24104972375690614,0.7017,0.2044,0.2044,ocr,en,4308,owiic|Sipted|aions|Pantive|Bcaring|Flangc|Subci|itical,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,АС 1.1.S1000DR_2014,3188,4046,0.9836,0.7592,0.24083333333333334,0.7083,0.2083,0.2083,ocr,ru,1166,mntlvl|mntlvl|olevel|dlevel|ilevel|refdm|reftp|Подэлементы,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\АС 1.1.S1000DR_2014.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,538,572,0.9876,0.7593,0.2407407407407407,0.7315,0.2253,0.2222,ocr,en,4586,ammisil|merious|tortions|exparisions|pressare|fronm|taunpetature|flnslndauubly,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
veto,US_Army_Materiel_Command_Engineering_Design_Handbook,531,572,0.9872,0.7594,0.2405806451612903,0.7161,0.2129,0.2129,ocr,en,2405,shuldb|tothat|stire|auhm1s|vitcible|obsUUtrcions|Mainis|umpair,C:\Users\l.ilyintseva\Desktop\RAG-system\data\raw\US_Army_Materiel_Command_Engineering_Design_Handbook.pdf
